680548.75;5237283.5
680548.88;5237283.18
680549.01;5237282.89
680549.14;5237282.61
680549.27;5237282.31
680549.41;5237281.99
680549.54;5237281.68
680549.67;5237281.38
680549.81;5237281.07
680549.94;5237280.78
680503.37;5237277.55
680503.25;5237277.82
680503.13;5237278.11
680503.01;5237278.38
680502.89;5237278.65
680502.88;5237278.72
680502.75;5237279.02
680502.63;5237279.23
680502.51;5237279.51
680502.39;5237279.78
680502.26;5237280.08
680502.14;5237280.36
680502.02;5237280.62
680501.91;5237280.89
680501.77;5237281.2
680501.65;5237281.49
680501.53;5237281.75
680501.4;5237282.06
680501.27;5237282.33
680501.16;5237282.6
680501.04;5237282.87
680500.91;5237283.17
680500.78;5237283.47
680500.66;5237283.74
680500.53;5237284.03
680500.41;5237284.31
680500.29;5237284.58
680500.17;5237284.86
680500.04;5237285.14
680499.91;5237285.44
680499.79;5237285.72
680499.66;5237286.0
680499.54;5237286.28
680499.49;5237286.43
680499.42;5237286.56
680499.3;5237286.83
680499.17;5237287.12
680534.82;5237272.31
680534.68;5237272.61
680534.56;5237272.9
680534.43;5237273.17
680534.31;5237273.45
680534.19;5237273.73
680534.06;5237274.0
680533.94;5237274.27
680533.82;5237274.56
680533.69;5237274.85
680533.56;5237275.13
680533.44;5237275.41
680533.32;5237275.68
680533.19;5237275.96
680529.44;5237300.9
680529.21;5237300.87
680528.98;5237300.83
680528.77;5237300.79
680528.54;5237300.76
680528.32;5237300.73
680528.1;5237300.69
680514.44;5237300.2
680514.32;5237300.47
680502.42;5237290.75
680502.55;5237290.46
680502.68;5237290.17
680502.81;5237289.87
680502.96;5237289.55
680503.09;5237289.26
680503.22;5237288.96
680503.35;5237288.67
680503.48;5237288.38
680503.61;5237288.09
680503.75;5237287.77
680503.89;5237287.47
680504.02;5237287.17
680504.16;5237286.88
680504.29;5237286.58
680504.0;5237287.02
680504.41;5237286.31
680504.13;5237286.74
680504.27;5237286.43
680504.4;5237286.13
680504.5;5237285.9
680504.64;5237285.59
680504.76;5237285.3
680504.9;5237285.0
680505.04;5237284.69
680505.17;5237284.4
680505.31;5237284.09
680505.44;5237283.81
680505.6;5237283.46
680505.73;5237283.16
680505.86;5237282.87
680505.99;5237282.58
680506.13;5237282.27
680506.29;5237281.93
680506.42;5237281.64
680506.56;5237281.33
680506.69;5237281.03
680507.1;5237280.32
680507.2;5237280.08
680507.33;5237279.79
680507.46;5237279.48
680507.6;5237279.18
680507.51;5237279.28
680506.23;5237281.47
680507.62;5237279.02
680506.35;5237281.2
680508.0;5237278.28
680508.04;5237278.16
680508.04;5237278.09
680508.41;5237277.38
680508.51;5237277.13
680508.66;5237276.81
680508.8;5237276.5
680508.95;5237276.18
680509.07;5237275.9
680509.2;5237275.61
680509.33;5237275.31
680509.31;5237275.28
680509.38;5237275.11
680478.58;5237257.37
680478.65;5237257.17
680478.69;5237257.05
680478.82;5237256.77
680478.96;5237256.47
680479.08;5237256.2
680479.21;5237255.91
680479.34;5237255.62
680479.47;5237255.34
680479.6;5237255.06
680479.72;5237254.78
680479.86;5237254.47
680479.99;5237254.19
680480.13;5237253.89
680480.25;5237253.62
680480.37;5237253.35
680480.5;5237253.06
680480.65;5237252.75
680480.77;5237252.46
680480.9;5237252.19
680481.03;5237251.89
680481.16;5237251.61
680481.29;5237251.33
680481.41;5237251.06
680481.55;5237250.76
680481.69;5237250.44
680481.81;5237250.17
680481.95;5237249.88
680509.75;5237274.38
680509.88;5237274.09
680510.01;5237273.79
680510.14;5237273.52
680509.82;5237274.02
680510.28;5237273.19
680509.96;5237273.71
680510.09;5237273.42
680510.69;5237272.28
680510.82;5237271.99
680510.51;5237272.48
680510.77;5237271.97
680510.9;5237271.67
680511.04;5237271.36
680514.19;5237300.77
680527.89;5237300.66
680527.66;5237300.62
680527.43;5237300.59
680527.21;5237300.55
680526.98;5237300.52
680526.76;5237300.48
680526.55;5237300.45
680526.33;5237300.42
680526.1;5237300.38
680525.86;5237300.34
680525.47;5237300.0
680525.25;5237299.97
680525.01;5237299.93
680524.79;5237299.9
680524.56;5237299.87
680524.78;5237300.18
680524.34;5237299.83
680524.55;5237300.15
680524.32;5237300.12
680524.11;5237300.09
680523.88;5237300.05
680523.67;5237300.02
680523.46;5237299.99
680523.24;5237299.96
680523.02;5237299.93
680522.79;5237299.9
680522.58;5237299.87
680522.35;5237299.83
680522.15;5237299.8
680521.93;5237299.78
680521.71;5237299.74
680521.49;5237299.71
680521.27;5237299.68
680521.05;5237299.65
680520.82;5237299.62
680520.6;5237299.58
680520.4;5237299.55
680520.17;5237299.51
680519.94;5237299.48
680519.71;5237299.44
680519.5;5237299.41
680519.25;5237299.37
680519.03;5237299.34
680518.82;5237299.3
680518.61;5237299.27
680518.37;5237299.23
680518.13;5237299.2
680517.92;5237299.16
680517.69;5237299.13
680516.97;5237298.73
680516.74;5237298.7
680516.51;5237298.67
680516.29;5237298.63
680516.05;5237298.6
680515.81;5237298.56
680515.59;5237298.53
680515.35;5237298.49
680515.13;5237298.46
680514.9;5237298.42
680514.68;5237298.39
680514.44;5237298.36
680514.2;5237298.32
680513.97;5237298.29
680513.74;5237298.25
680513.51;5237298.22
680513.29;5237298.18
680513.07;5237298.15
680512.83;5237298.12
680512.58;5237298.08
680512.36;5237298.05
680512.13;5237298.01
680511.91;5237297.98
680511.68;5237297.94
680549.82;5237280.86
680549.6;5237280.82
680549.36;5237280.8
680549.12;5237280.77
680548.2;5237280.64
680548.21;5237280.63
680547.99;5237280.6
680547.53;5237280.53
680547.29;5237280.5
680547.08;5237280.47
680546.84;5237280.43
680546.62;5237280.4
680546.38;5237280.37
680546.17;5237280.34
680545.93;5237280.31
680545.69;5237280.27
680545.46;5237280.24
680545.23;5237280.21
680545.0;5237280.17
680544.78;5237280.14
680544.55;5237280.11
680544.32;5237280.08
680544.08;5237280.05
680543.85;5237280.01
680543.61;5237279.98
680543.39;5237279.95
680543.17;5237279.92
680542.94;5237279.89
680542.7;5237279.85
680542.47;5237279.82
680542.24;5237279.79
680542.0;5237279.76
680541.78;5237279.72
680541.56;5237279.7
680541.33;5237279.66
680541.09;5237279.63
680540.85;5237279.6
680540.64;5237279.57
680540.39;5237279.53
680540.16;5237279.5
680539.94;5237279.47
680539.73;5237279.44
680539.48;5237279.41
680539.24;5237279.37
680539.01;5237279.34
680538.79;5237279.31
680538.55;5237279.28
680538.33;5237279.24
680538.11;5237279.21
680537.88;5237279.18
680537.63;5237279.14
680537.41;5237279.11
680537.17;5237279.08
680536.95;5237279.05
680536.72;5237279.02
680536.5;5237278.99
680536.26;5237278.96
680536.02;5237278.92
680535.8;5237278.89
680535.56;5237278.86
680535.34;5237278.83
680535.11;5237278.79
680534.89;5237278.76
680534.65;5237278.73
680534.41;5237278.7
680534.19;5237278.67
680533.95;5237278.63
680533.73;5237278.6
680533.5;5237278.57
680533.28;5237278.54
680533.04;5237278.5
680532.8;5237278.47
680532.58;5237278.44
680532.34;5237278.41
680532.11;5237278.38
680531.89;5237278.34
680531.67;5237278.31
680509.66;5237247.77
680510.05;5237247.99
680509.86;5237247.92
680509.71;5237247.86
680510.38;5237248.18
680510.0;5237248.03
680510.06;5237248.11
680509.94;5237248.06
680509.64;5237247.95
680509.81;5237248.07
680509.69;5237248.02
680509.39;5237247.9
680509.27;5237247.86
680509.68;5237248.08
680509.46;5237247.99
680508.5;5237247.62
680509.48;5237248.06
680509.05;5237247.89
680508.27;5237247.59
680509.22;5237248.01
680509.14;5237247.98
680508.73;5237247.82
680508.95;5237247.97
680508.73;5237247.94
680508.14;5237247.71
680508.53;5237247.91
680508.39;5237247.86
680508.39;5237247.91
680508.08;5237247.86
680507.69;5237247.71
680507.82;5237247.82
680507.49;5237247.74
680507.25;5237247.65
680507.13;5237247.61
680507.22;5237247.7
680506.2;5237247.32
680507.0;5237247.67
680506.75;5237247.63
680506.5;5237247.54
680506.52;5237247.59
680505.52;5237247.22
680506.32;5237247.58
680506.21;5237247.54
680505.27;5237247.19
680506.07;5237247.54
680505.89;5237247.47
680505.03;5237247.16
680505.87;5237247.52
680505.68;5237247.45
680504.81;5237247.13
680531.43;5237278.28
680531.19;5237278.25
680530.96;5237278.21
680530.73;5237278.18
680530.5;5237278.15
680530.28;5237278.12
680530.05;5237278.09
680529.82;5237278.05
680529.57;5237278.02
680529.36;5237277.99
680529.11;5237277.96
680528.9;5237277.93
680528.67;5237277.89
680528.45;5237277.86
680528.2;5237277.83
680527.97;5237277.8
680527.75;5237277.76
680527.5;5237277.73
680527.28;5237277.7
680527.06;5237277.67
680526.84;5237277.64
680526.59;5237277.6
680526.36;5237277.57
680526.14;5237277.54
680525.9;5237277.51
680525.67;5237277.47
680525.45;5237277.44
680525.23;5237277.41
680524.98;5237277.38
680524.74;5237277.35
680524.52;5237277.32
680524.29;5237277.28
680524.06;5237277.25
680523.83;5237277.22
680523.61;5237277.19
680523.38;5237277.16
680523.13;5237277.12
680522.91;5237277.09
680522.67;5237277.06
680522.46;5237277.03
680522.22;5237276.99
680522.0;5237276.96
680521.76;5237276.93
680521.53;5237276.89
680521.3;5237276.86
680521.06;5237276.83
680520.84;5237276.8
680520.62;5237276.77
680520.39;5237276.74
680520.15;5237276.7
680519.91;5237276.67
680519.69;5237276.64
680519.45;5237276.61
680519.22;5237276.57
680519.0;5237276.54
680518.78;5237276.51
680518.54;5237276.48
680518.3;5237276.45
680518.07;5237276.41
680517.83;5237276.38
680517.61;5237276.35
680517.39;5237276.32
680517.16;5237276.29
680516.92;5237276.25
680516.68;5237276.22
680516.46;5237276.19
680516.22;5237276.15
680515.99;5237276.12
680515.76;5237276.09
680515.55;5237276.06
680515.31;5237276.03
680515.06;5237275.99
680514.84;5237275.96
680514.6;5237275.93
680514.38;5237275.89
680514.15;5237275.86
680513.93;5237275.83
680513.69;5237275.8
680513.45;5237275.76
680513.22;5237275.73
680512.99;5237275.7
680512.76;5237275.67
680512.54;5237275.64
680512.31;5237275.61
680512.07;5237275.57
680511.85;5237275.54
680511.63;5237275.51
680511.39;5237275.48
680511.16;5237275.45
680510.94;5237275.42
680510.72;5237275.39
680510.48;5237275.35
680510.23;5237275.32
680510.01;5237275.29
680509.77;5237275.26
680509.55;5237275.22
680509.32;5237275.19
680509.1;5237275.16
680508.87;5237275.13
680508.62;5237275.09
680508.58;5237275.12
680508.39;5237275.06
680508.35;5237275.09
680508.13;5237275.06
680507.94;5237275.0
680507.71;5237274.97
680507.49;5237274.94
680507.41;5237274.96
680507.18;5237274.92
680506.96;5237274.89
680506.79;5237274.84
680506.61;5237274.83
680506.55;5237274.8
680506.32;5237274.77
680506.1;5237274.74
680505.86;5237274.71
680505.61;5237274.67
680505.36;5237274.63
680505.14;5237274.6
680504.88;5237274.57
680504.66;5237274.53
680504.44;5237274.5
680504.21;5237274.47
680503.97;5237274.44
680503.73;5237274.4
680503.5;5237274.37
680503.26;5237274.34
680503.04;5237274.31
680502.81;5237274.28
680502.58;5237274.24
680502.35;5237274.21
680502.11;5237274.18
680501.89;5237274.14
680501.64;5237274.11
